,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Type
7415,Greenhills (North),14.60169455,121.05035403196808,Hai Chix & Steaks,14.602267236256454,121.0527947126728,American Restaurant,Restaurant
7416,Greenhills (North),14.60169455,121.05035403196808,Dohtonbori,14.60239136411515,121.0525506558276,Japanese Restaurant,Restaurant
7417,Greenhills (North),14.60169455,121.05035403196808,Razon's of Guagua,14.60224696944844,121.0472975094239,Filipino Restaurant,Restaurant
7418,Greenhills (North),14.60169455,121.05035403196808,Mom & Tina's Bakery Cafe,14.601252289310315,121.0476040414225,Café,Cafe/Tea/Dessert
7419,Greenhills (North),14.60169455,121.05035403196808,Rita's Italian Ice,14.602489663060913,121.04995169349793,Dessert Shop,Cafe/Tea/Dessert
7420,Greenhills (North),14.60169455,121.05035403196808,Conti's,14.601147716982029,121.05369659086432,Dessert Shop,Cafe/Tea/Dessert
7421,Greenhills (North),14.60169455,121.05035403196808,Banapple Pies & Cheesecakes,14.601169065529252,121.05363547942964,Bakery,Convenience Stores and Food Essentials
7422,Greenhills (North),14.60169455,121.05035403196808,Craft Coffee Revolution,14.602403014875055,121.05261007302981,Coffee Shop,Cafe/Tea/Dessert
7423,Greenhills (North),14.60169455,121.05035403196808,Sun Moon Restaurant,14.602040679629805,121.04710150290802,Chinese Restaurant,Restaurant
7424,Greenhills (North),14.60169455,121.05035403196808,Bioessence Serenity Spa,14.600970301414742,121.05440813820564,Spa,"Cosmetics, Clothes, Beauty and Health Services"
7425,Greenhills (North),14.60169455,121.05035403196808,CrossFit Greenhills,14.60447228053309,121.05295564677336,Gym / Fitness Center,Sports & Fitness
7426,Greenhills (North),14.60169455,121.05035403196808,Cafe7Gram,14.604163019607425,121.052291230118,Café,Cafe/Tea/Dessert
7427,Greenhills (North),14.60169455,121.05035403196808,District 8 Gastropub,14.60029315505759,121.04966940556088,Gastropub,Restaurant
7428,Greenhills (North),14.60169455,121.05035403196808,Mister Donut,14.600514466122654,121.05003322426336,Donut Shop,Cafe/Tea/Dessert
7429,Greenhills (North),14.60169455,121.05035403196808,Shakey's,14.60052148233465,121.04971735723457,Pizza Place,Fast Food
7430,Greenhills (North),14.60169455,121.05035403196808,Bacolod Chicken Inasal,14.600263534929526,121.04999803420924,BBQ Joint,Restaurant
7431,Greenhills (North),14.60169455,121.05035403196808,Shell Select Greenhills,14.599695966356707,121.04926255796127,Grocery Store,Convenience Stores and Food Essentials
7432,Greenhills (North),14.60169455,121.05035403196808,Oyster Boy,14.600090241222134,121.04973999509794,Other Nightlife,Night Life
7433,Greenhills (North),14.60169455,121.05035403196808,Rustic Seafood,14.60015765146432,121.0498137327524,Seafood Restaurant,Restaurant
7434,Greenhills (North),14.60169455,121.05035403196808,National Book Store,14.600541592986806,121.04970618294055,Bookstore,"Gadgets, Hardware, Toys, etc."
7435,Greenhills (North),14.60169455,121.05035403196808,Chivz,14.600382440406275,121.04944537261328,Bar,Night Life
7436,Greenhills (North),14.60169455,121.05035403196808,Garage 88,14.600398155447992,121.04958486731334,Bar,Night Life
7437,Greenhills (North),14.60169455,121.05035403196808,Chowking,14.600614088035481,121.04922461229091,Chinese Restaurant,Restaurant
7438,Greenhills (North),14.60169455,121.05035403196808,7-Eleven,14.600829780823085,121.0478638483952,Convenience Store,Convenience Stores and Food Essentials
7439,Greenhills (North),14.60169455,121.05035403196808,Charles & Keith,14.599757014907825,121.05177067686137,Shoe Store,"Gadgets, Hardware, Toys, etc."
7440,Eisenhower–Crame,14.6031357,121.04969209999999,Promenade Cinemas,14.603218747456939,121.05144036954692,Multiplex,Entertainment
7441,Eisenhower–Crame,14.6031357,121.04969209999999,Greenhills Promenade Dolby Atmos Cinema,14.603065108203998,121.05142800631266,Movie Theater,Entertainment
7442,Eisenhower–Crame,14.6031357,121.04969209999999,Greenhills Shopping Center,14.601640700366547,121.05034307094627,Shopping Mall,"Gadgets, Hardware, Toys, etc."
7443,Eisenhower–Crame,14.6031357,121.04969209999999,Promenade 2,14.603010011480546,121.05129162986836,Multiplex,Entertainment
7444,Eisenhower–Crame,14.6031357,121.04969209999999,Coco Ichibanya,14.60141308186657,121.0508912019334,Japanese Curry Restaurant,Restaurant
7445,Eisenhower–Crame,14.6031357,121.04969209999999,Wildflour Café + Bakery,14.601535622547354,121.04774061498844,Café,Cafe/Tea/Dessert
7446,Eisenhower–Crame,14.6031357,121.04969209999999,Fully Booked,14.603028733739428,121.0514297035326,Bookstore,"Gadgets, Hardware, Toys, etc."
7447,Eisenhower–Crame,14.6031357,121.04969209999999,Phở Hòa,14.601815912779374,121.04940208453915,Vietnamese Restaurant,Restaurant
7448,Eisenhower–Crame,14.6031357,121.04969209999999,Le Ching Too,14.602154928230146,121.05064191555529,Chinese Restaurant,Restaurant
7449,Eisenhower–Crame,14.6031357,121.04969209999999,Promenade,14.60317562026197,121.05183720588684,Shopping Mall,"Gadgets, Hardware, Toys, etc."
7450,Eisenhower–Crame,14.6031357,121.04969209999999,Auntie Anne's,14.602930943755181,121.05080115275804,Snack Place,Fast Food
7451,Eisenhower–Crame,14.6031357,121.04969209999999,Bizu Patisserie & Bistro,14.603023745269823,121.0512157532596,Café,Cafe/Tea/Dessert
7452,Eisenhower–Crame,14.6031357,121.04969209999999,Chockfull of Nuts,14.602538542102867,121.05106086277338,Bakery,Convenience Stores and Food Essentials
7453,Eisenhower–Crame,14.6031357,121.04969209999999,Red Mango,14.602670456131493,121.05169050971584,Frozen Yogurt Shop,Cafe/Tea/Dessert
7454,Eisenhower–Crame,14.6031357,121.04969209999999,Turks,14.602950413715426,121.05087755034671,Doner Restaurant,Restaurant
7455,Eisenhower–Crame,14.6031357,121.04969209999999,SGS House of Minis,14.602219425925153,121.050999515547,Steakhouse,Restaurant
7456,Eisenhower–Crame,14.6031357,121.04969209999999,Kimpura,14.60102158421507,121.04911945922147,Japanese Restaurant,Restaurant
7457,Eisenhower–Crame,14.6031357,121.04969209999999,Food Channel,14.60281708101042,121.05032067699317,Mediterranean Restaurant,Restaurant
7458,Eisenhower–Crame,14.6031357,121.04969209999999,Tender Bob's,14.603012587377062,121.05120376448757,Steakhouse,Restaurant
7459,Eisenhower–Crame,14.6031357,121.04969209999999,Theatre Mall,14.602484375632384,121.05049169992054,Movie Theater,Entertainment
7460,Eisenhower–Crame,14.6031357,121.04969209999999,Lugang Cafe,14.601501999999998,121.047882,Chinese Restaurant,Restaurant
7461,Eisenhower–Crame,14.6031357,121.04969209999999,8 Cuts Burger Blends,14.602532057272196,121.05196909344549,Burger Joint,Fast Food
7462,Eisenhower–Crame,14.6031357,121.04969209999999,Razon's of Guagua,14.60224696944844,121.0472975094239,Filipino Restaurant,Restaurant
7463,Eisenhower–Crame,14.6031357,121.04969209999999,Carousel Creamery,14.602387163454113,121.05258175773142,Ice Cream Shop,Cafe/Tea/Dessert
7464,Eisenhower–Crame,14.6031357,121.04969209999999,SaladStop!,14.602402005132154,121.05260370249316,Salad Place,Restaurant
7465,Eisenhower–Crame,14.6031357,121.04969209999999,Mann Hann,14.60201776252048,121.05064841386806,Asian Restaurant,Restaurant
7466,Eisenhower–Crame,14.6031357,121.04969209999999,Razon's of Guagua,14.600920416989648,121.04918827283943,Filipino Restaurant,Restaurant
7467,Eisenhower–Crame,14.6031357,121.04969209999999,Omakase,14.600548036817925,121.05013667175136,Japanese Restaurant,Restaurant
7468,Eisenhower–Crame,14.6031357,121.04969209999999,Yellow Cab Pizza Co.,14.601102348060826,121.05063655830564,Pizza Place,Fast Food
7469,Eisenhower–Crame,14.6031357,121.04969209999999,Chili's Grill & Bar,14.601762910838199,121.05274585453377,Tex-Mex Restaurant,Restaurant
7470,Eisenhower–Crame,14.6031357,121.04969209999999,Mom & Tina's Bakery Cafe,14.601252289310315,121.0476040414225,Café,Cafe/Tea/Dessert
7471,Eisenhower–Crame,14.6031357,121.04969209999999,Rita's Italian Ice,14.602489663060913,121.04995169349793,Dessert Shop,Cafe/Tea/Dessert
7472,Eisenhower–Crame,14.6031357,121.04969209999999,Starbucks,14.601922221037373,121.05274580867474,Coffee Shop,Cafe/Tea/Dessert
7473,Eisenhower–Crame,14.6031357,121.04969209999999,Sun Moon Restaurant,14.602040679629805,121.04710150290802,Chinese Restaurant,Restaurant
7474,Eisenhower–Crame,14.6031357,121.04969209999999,Fitness First Platinum Viridian,14.601577190202734,121.0526442471244,Gym / Fitness Center,Sports & Fitness
7475,Eisenhower–Crame,14.6031357,121.04969209999999,Burger King,14.601244511378965,121.05312151457925,Fast Food Restaurant,Fast Food
7476,Eisenhower–Crame,14.6031357,121.04969209999999,Hai Chix & Steaks,14.602267236256454,121.0527947126728,American Restaurant,Restaurant
7477,Eisenhower–Crame,14.6031357,121.04969209999999,Dohtonbori,14.60239136411515,121.0525506558276,Japanese Restaurant,Restaurant
7478,Eisenhower–Crame,14.6031357,121.04969209999999,Cara Mia Gelateria,14.601297594626644,121.05277022268268,Ice Cream Shop,Cafe/Tea/Dessert
7479,Eisenhower–Crame,14.6031357,121.04969209999999,CrossFit Greenhills,14.60447228053309,121.05295564677336,Gym / Fitness Center,Sports & Fitness
7480,Eisenhower–Crame,14.6031357,121.04969209999999,Cafe7Gram,14.604163019607425,121.052291230118,Café,Cafe/Tea/Dessert
7481,Eisenhower–Crame,14.6031357,121.04969209999999,Craft Coffee Revolution,14.602403014875055,121.05261007302981,Coffee Shop,Cafe/Tea/Dessert
7482,Eisenhower–Crame,14.6031357,121.04969209999999,Conti's,14.601147716982029,121.05369659086432,Dessert Shop,Cafe/Tea/Dessert
7483,Eisenhower–Crame,14.6031357,121.04969209999999,Banapple Pies & Cheesecakes,14.601169065529252,121.05363547942964,Bakery,Convenience Stores and Food Essentials
7484,Eisenhower–Crame,14.6031357,121.04969209999999,Mister Donut,14.600514466122654,121.05003322426336,Donut Shop,Cafe/Tea/Dessert
7485,Eisenhower–Crame,14.6031357,121.04969209999999,District 8 Gastropub,14.60029315505759,121.04966940556088,Gastropub,Restaurant
7486,Eisenhower–Crame,14.6031357,121.04969209999999,Shakey's,14.60052148233465,121.04971735723457,Pizza Place,Fast Food
7487,Eisenhower–Crame,14.6031357,121.04969209999999,Bacolod Chicken Inasal,14.600263534929526,121.04999803420924,BBQ Joint,Restaurant
7488,Eisenhower–Crame,14.6031357,121.04969209999999,Shell Select Greenhills,14.599695966356707,121.04926255796127,Grocery Store,Convenience Stores and Food Essentials
7489,Eisenhower–Crame,14.6031357,121.04969209999999,Oyster Boy,14.600090241222134,121.04973999509794,Other Nightlife,Night Life
7490,Eisenhower–Crame,14.6031357,121.04969209999999,National Book Store,14.600541592986806,121.04970618294055,Bookstore,"Gadgets, Hardware, Toys, etc."
7491,Eisenhower–Crame,14.6031357,121.04969209999999,Rustic Seafood,14.60015765146432,121.0498137327524,Seafood Restaurant,Restaurant
7492,Eisenhower–Crame,14.6031357,121.04969209999999,Chivz,14.600382440406275,121.04944537261328,Bar,Night Life
7493,Eisenhower–Crame,14.6031357,121.04969209999999,Garage 88,14.600398155447992,121.04958486731334,Bar,Night Life
7494,Eisenhower–Crame,14.6031357,121.04969209999999,Chowking,14.600614088035481,121.04922461229091,Chinese Restaurant,Restaurant
7495,Eisenhower–Crame,14.6031357,121.04969209999999,7-Eleven,14.600829780823085,121.0478638483952,Convenience Store,Convenience Stores and Food Essentials
7496,Eisenhower–Crame,14.6031357,121.04969209999999,Charles & Keith,14.599757014907825,121.05177067686137,Shoe Store,"Gadgets, Hardware, Toys, etc."
7497,Barangay Plainview,14.5767643,121.03777142600735,Masajista Uno,14.576244540783447,121.03804256537886,Spa,"Cosmetics, Clothes, Beauty and Health Services"
7498,Barangay Plainview,14.5767643,121.03777142600735,R&J Bulalohan,14.576185835434286,121.03489518733616,Filipino Restaurant,Restaurant
7499,Barangay Plainview,14.5767643,121.03777142600735,Thai Royale Spa,14.575879010132928,121.03618919849396,Massage Studio,"Cosmetics, Clothes, Beauty and Health Services"
7500,Barangay Plainview,14.5767643,121.03777142600735,Goto Tendon,14.577677311105306,121.03482518048658,Filipino Restaurant,Restaurant
7501,Barangay Plainview,14.5767643,121.03777142600735,Watsons,14.576585089086144,121.03489637374878,Pharmacy,Convenience Stores and Food Essentials
7502,Barangay Plainview,14.5767643,121.03777142600735,The Old Bonifacio Grill,14.575585678685243,121.03632175890993,BBQ Joint,Restaurant
7503,Barangay Plainview,14.5767643,121.03777142600735,Club Mwah,14.576251641334839,121.03827568960101,Nightclub,Night Life
7504,Barangay Plainview,14.5767643,121.03777142600735,Dunkin',14.576100743030386,121.04127548006494,Donut Shop,Cafe/Tea/Dessert
7505,Barangay Plainview,14.5767643,121.03777142600735,Goldilocks,14.576519966610322,121.03743408691956,Bakery,Convenience Stores and Food Essentials
7506,Barangay Plainview,14.5767643,121.03777142600735,Pan de Manila,14.577734439537812,121.03485465880834,Bakery,Convenience Stores and Food Essentials
7507,Barangay Plainview,14.5767643,121.03777142600735,Yvan Navy Burger & Kebab Haus,14.577074171499579,121.04205189106214,Burger Joint,Fast Food
7508,Barangay Plainview,14.5767643,121.03777142600735,Bo's Coffee,14.578468988549295,121.0365476072764,Coffee Shop,Cafe/Tea/Dessert
7509,Barangay Plainview,14.5767643,121.03777142600735,Mercury Drug,14.575886337721705,121.04094791082348,Pharmacy,Convenience Stores and Food Essentials
7510,Barangay Plainview,14.5767643,121.03777142600735,Best Friends,14.5759234776446,121.04076188581348,Diner,Restaurant
7511,Barangay Plainview,14.5767643,121.03777142600735,Dunkin',14.576340782014933,121.03502263490722,Donut Shop,Cafe/Tea/Dessert
7512,Barangay Plainview,14.5767643,121.03777142600735,Fariñas Ilocos Empanada,14.577634750214472,121.03479050974352,Empanada Restaurant,Restaurant
7513,Barangay Plainview,14.5767643,121.03777142600735,7-Eleven,14.575519,121.04111999999999,Convenience Store,Convenience Stores and Food Essentials
7514,Barangay Plainview,14.5767643,121.03777142600735,Chibaba Grill,14.577164793476525,121.0421305147223,Karaoke Bar,Night Life
7515,Barangay Plainview,14.5767643,121.03777142600735,7-Eleven,14.575905823553136,121.03407836623114,Convenience Store,Convenience Stores and Food Essentials
7516,Barangay Plainview,14.5767643,121.03777142600735,Jollibee,14.576820320168245,121.0348154878826,Fast Food Restaurant,Fast Food
7517,Barangay Plainview,14.5767643,121.03777142600735,Chekwa,14.577172670840234,121.04201717594157,Filipino Restaurant,Restaurant
7518,Barangay Plainview,14.5767643,121.03777142600735,McDonald's,14.575947175783545,121.0412471607817,Fast Food Restaurant,Fast Food
7519,Barangay Plainview,14.5767643,121.03777142600735,Jollibee,14.575364414753935,121.04178301283855,Fast Food Restaurant,Fast Food
7520,Barangay Plainview,14.5767643,121.03777142600735,KFC,14.572753442722686,121.03855207869928,Fast Food Restaurant,Fast Food
7521,Barangay Plainview,14.5767643,121.03777142600735,7-Eleven,14.575113567566866,121.04159231671879,Convenience Store,Convenience Stores and Food Essentials
7522,Barangay Plainview,14.5767643,121.03777142600735,Chowking,14.576885,121.033378,Chinese Restaurant,Restaurant
7523,Barangay Plainview,14.5767643,121.03777142600735,Autonomy Music Bar & Resto,14.573651179229856,121.03938257892887,Bar,Night Life
7524,Barangay Plainview,14.5767643,121.03777142600735,Actitud Salon,14.575891320329914,121.03564054501179,Salon / Barbershop,"Cosmetics, Clothes, Beauty and Health Services"
7525,Barangay Plainview,14.5767643,121.03777142600735,Maysilo Circle,14.577395000393246,121.03371620178223,Plaza,Tourist Destination
7526,Barangay Plainview,14.5767643,121.03777142600735,Chibaba Grill,14.577268482921374,121.0421554462832,Filipino Restaurant,Restaurant
7527,Vergara,14.577522199999997,121.02560790000001,"Quickly, Shangri La",14.578824751972489,121.02364092521977,Juice Bar,Cafe/Tea/Dessert
7528,Shaw Boulevard,14.570605300000002,121.06617460000001,Purple Oven,14.572770870884495,121.06468192158479,Bakery,Convenience Stores and Food Essentials
7529,Shaw Boulevard,14.570605300000002,121.06617460000001,One Olive Bistro,14.568145157412916,121.06622541429363,Restaurant,Restaurant
7530,Shaw Boulevard,14.570605300000002,121.06617460000001,USPC Sports Performance,14.5705981443775,121.06920921389832,Athletics & Sports,Sports & Fitness
7531,Shaw Boulevard,14.570605300000002,121.06617460000001,Masil Charcoal Grill,14.573704007068699,121.06448086220158,Korean Restaurant,Restaurant
7532,Shaw Boulevard,14.570605300000002,121.06617460000001,Victoria Court Hillcrest,14.571297860882144,121.06681829262371,Motel,Accomodation
7533,Shaw Boulevard,14.570605300000002,121.06617460000001,Purple Oven,14.5749302737111,121.06680299464823,Dessert Shop,Cafe/Tea/Dessert
7534,Shaw Boulevard,14.570605300000002,121.06617460000001,Grindhouse Fitness,14.570717809895465,121.06920448404993,Gym / Fitness Center,Sports & Fitness
7535,Shaw Boulevard,14.570605300000002,121.06617460000001,Starbucks,14.574679952489193,121.06670662448307,Coffee Shop,Cafe/Tea/Dessert
7536,Shaw Boulevard,14.570605300000002,121.06617460000001,Granny's Burger Big & Tasty,14.574131083465765,121.06690261193472,Burger Joint,Fast Food
7537,Shaw Boulevard,14.570605300000002,121.06617460000001,Victoria Court Canley,14.57138072398008,121.06843042550163,Motel,Accomodation
7538,Shaw Boulevard,14.570605300000002,121.06617460000001,Caruz Eatery,14.570861795276942,121.0665447503222,Asian Restaurant,Restaurant
7539,Shaw Boulevard,14.570605300000002,121.06617460000001,Jade Palace,14.571124098093515,121.06548897914564,Cantonese Restaurant,Restaurant
7540,Shaw Boulevard,14.570605300000002,121.06617460000001,7-Eleven,14.570216272236216,121.067131764599,Convenience Store,Convenience Stores and Food Essentials
7541,Shaw Boulevard,14.570605300000002,121.06617460000001,Amber Golden Chain Of Restaurants Pasig Branch,14.57120841722116,121.06534497208095,Restaurant,Restaurant
7542,Shaw Boulevard,14.570605300000002,121.06617460000001,Sangkap,14.574796085029066,121.06677675361051,Filipino Restaurant,Restaurant
7543,Shaw Boulevard,14.570605300000002,121.06617460000001,8oz. Coffee Kitchen,14.566863650308388,121.0659380415598,Café,Cafe/Tea/Dessert
7544,Shaw Boulevard,14.570605300000002,121.06617460000001,7-Eleven,14.570368832084851,121.06617455296848,Convenience Store,Convenience Stores and Food Essentials
7545,Shaw Boulevard,14.570605300000002,121.06617460000001,Animal Clinic,14.56854462365575,121.06623311301891,Veterinarian,City Essentials
7546,Shaw Boulevard,14.570605300000002,121.06617460000001,Gastro Park,14.570905090636776,121.06643204924428,Food Court,Restaurant
7547,Shaw Boulevard,14.570605300000002,121.06617460000001,Nuat Thai,14.568115385884733,121.06621184344142,Spa,"Cosmetics, Clothes, Beauty and Health Services"
7548,Shaw Boulevard,14.570605300000002,121.06617460000001,Cinema 7 Robinsons Galleria,14.568471181642186,121.06354917902686,Movie Theater,Entertainment
7549,Shaw Boulevard,14.570605300000002,121.06617460000001,Arevalo Animal Clinic,14.566766334431716,121.06382875349377,Pet Store,"Gadgets, Hardware, Toys, etc."
7550,National Center for Mental Health,14.581660199999998,121.04126559258651,Petropolitan Manila,14.577462969358168,121.04283246544615,Pet Store,"Gadgets, Hardware, Toys, etc."
7551,National Center for Mental Health,14.581660199999998,121.04126559258651,Sm City Manila Department Store,14.580174628748882,121.0422641821786,Fast Food Restaurant,Fast Food
7552,National Center for Mental Health,14.581660199999998,121.04126559258651,Mauway covered court,14.582056030576744,121.04398861971424,Basketball Court,Sports & Fitness
7553,National Center for Mental Health,14.581660199999998,121.04126559258651,Mandaluyong Tennis Club (NCMH),14.5812172191722,121.04411160622082,Tennis Court,Sports & Fitness
7554,National Center for Mental Health,14.581660199999998,121.04126559258651,Worlwide Corporate Center Food Court,14.582606043149733,121.0383337161113,Food Court,Restaurant
7555,National Center for Mental Health,14.581660199999998,121.04126559258651,Chibaba Grill,14.577268482921374,121.0421554462832,Filipino Restaurant,Restaurant
7556,EDSA,14.538978,121.0005946,Dunkin',14.53738224845162,121.00088709012749,Donut Shop,Cafe/Tea/Dessert
7557,EDSA,14.538978,121.0005946,7-Eleven,14.537511278699212,121.00164319327551,Convenience Store,Convenience Stores and Food Essentials
7558,EDSA,14.538978,121.0005946,Jollibee,14.537620716105273,121.00183794633594,Fast Food Restaurant,Fast Food
7559,EDSA,14.538978,121.0005946,7-Eleven,14.537298508392364,121.00200724125496,Convenience Store,Convenience Stores and Food Essentials
7560,EDSA,14.538978,121.0005946,National Book Store,14.537729046546705,121.00180001407783,Bookstore,"Gadgets, Hardware, Toys, etc."
7561,EDSA,14.538978,121.0005946,Chowking,14.537251604975856,121.00100419084421,Chinese Restaurant,Restaurant
7562,EDSA,14.538978,121.0005946,7 Eleven,14.537077575126288,121.00373225371635,Convenience Store,Convenience Stores and Food Essentials
7563,EDSA,14.538978,121.0005946,Kabayan Hotel,14.537784593153805,121.00168259351885,Hotel,Accomodation
7564,EDSA,14.538978,121.0005946,Jollibee,14.538017506999447,121.00075957634321,Fast Food Restaurant,Fast Food
7565,EDSA,14.538978,121.0005946,Stone House Hotel Pasay,14.536127812547473,121.00334884411758,Hostel,Accomodation
7566,EDSA,14.538978,121.0005946,Chowking,14.537656544104006,121.00183630804268,Chinese Restaurant,Restaurant
7567,EDSA,14.538978,121.0005946,The One Fitness Gym,14.537548829306035,120.99984726841078,Gym,Sports & Fitness
7568,EDSA,14.538978,121.0005946,Kabayan Hotel Pasay,14.537987033534204,121.0016039880432,Hotel,Accomodation
7569,EDSA,14.538978,121.0005946,Pasay Rotonda,14.537573095239555,121.00200661238532,Intersection,Vehicle/Transport Related
7570,EDSA,14.538978,121.0005946,Selah Garden Suites,14.540179755018425,120.99804959425111,Hotel Pool,Accomodation
7571,EDSA,14.538978,121.0005946,Hotel Sogo,14.537300365995009,120.99628316015811,Hotel,Accomodation
7572,EDSA,14.538978,121.0005946,Jollibee,14.537768159950707,121.005038022995,Fast Food Restaurant,Fast Food
7573,Wack Wack,14.593257999999999,121.0419469,Francesco's Kitchen,14.592989015518556,121.04125093287723,Italian Restaurant,Restaurant
7574,Wack Wack,14.593257999999999,121.0419469,Jipan Japanese Bakery,14.590716,121.04099,Bakery,Convenience Stores and Food Essentials
7575,Wack Wack,14.593257999999999,121.0419469,Tomo Japanese Dining,14.592348298829661,121.0384975920348,Japanese Restaurant,Restaurant
7576,Wack Wack,14.593257999999999,121.0419469,Yuujin,14.59744685454844,121.04046737714157,Japanese Restaurant,Restaurant
7577,Wack Wack,14.593257999999999,121.0419469,McLaren's Pub,14.597447247923,121.04044884477123,Bar,Night Life
7578,Wack Wack,14.593257999999999,121.0419469,Cinema '76 Film Society,14.592515601937592,121.0377119170817,Movie Theater,Entertainment
7579,Wack Wack,14.593257999999999,121.0419469,Honeybee Patisserie,14.597366762001204,121.04123947311945,Bakery,Convenience Stores and Food Essentials
7580,Wack Wack,14.593257999999999,121.0419469,Su Zhou Dimsum 蘇州點心,14.592265900490592,121.04095166067131,Dim Sum Restaurant,Restaurant
7581,Wack Wack,14.593257999999999,121.0419469,Whole Pet Kitchen: Pet Deli & Bark-ery,14.596060295024285,121.0384741181732,Pet Café,Cafe/Tea/Dessert
7582,Wack Wack,14.593257999999999,121.0419469,Hai Kang Seafood Restaurant,14.597402775458814,121.04130707215872,Chinese Restaurant,Restaurant
7583,Wack Wack,14.593257999999999,121.0419469,Tokyo Bubble Tea,14.597415405135589,121.04114773590209,Bubble Tea Shop,Cafe/Tea/Dessert
7584,Wack Wack,14.593257999999999,121.0419469,CO/OP,14.59551529814318,121.03987315867823,Coffee Shop,Cafe/Tea/Dessert
7585,Wack Wack,14.593257999999999,121.0419469,Max's Restaurant,14.589117961458713,121.04192274921974,Fried Chicken Joint,Fast Food
7586,Wack Wack,14.593257999999999,121.0419469,Mang Inasal,14.591444751385586,121.04042579695272,BBQ Joint,Restaurant
7587,Wack Wack,14.593257999999999,121.0419469,Vegefoods,14.593000216025533,121.0377232488815,Vegetarian / Vegan Restaurant,Restaurant
7588,Wack Wack,14.593257999999999,121.0419469,7-Eleven,14.591468067618404,121.04046468121416,Convenience Store,Convenience Stores and Food Essentials
7589,Wack Wack,14.593257999999999,121.0419469,Sugarleaf,14.597370848472748,121.04123993891771,Vegetarian / Vegan Restaurant,Restaurant
7590,Wack Wack,14.593257999999999,121.0419469,Chocolat,14.596551291871975,121.03937384634422,Coffee Shop,Cafe/Tea/Dessert
7591,Wack Wack,14.593257999999999,121.0419469,Mercury Drug,14.597424175668097,121.04068357160843,Pharmacy,Convenience Stores and Food Essentials
7592,Wack Wack,14.593257999999999,121.0419469,KFC,14.589079537811124,121.04160167734881,Fast Food Restaurant,Fast Food
7593,Wack Wack,14.593257999999999,121.0419469,Taibun Bakery & Coffee Shop,14.597372674397125,121.04231457193713,Bakery,Convenience Stores and Food Essentials
7594,Wack Wack,14.593257999999999,121.0419469,Julie Borromeo's Performing Arts Foundation,14.595317032307696,121.04014219433633,Dance Studio,Sports & Fitness
7595,Wack Wack,14.593257999999999,121.0419469,The Vegan Grocer Ph,14.595767000000002,121.039996,Organic Grocery,Convenience Stores and Food Essentials
7596,Wack Wack,14.593257999999999,121.0419469,7Flavors,14.596364810258985,121.03963588398372,Buffet,Restaurant
7597,Wack Wack,14.593257999999999,121.0419469,Herbs Galore,14.596105607409086,121.03943672308577,Vegetarian / Vegan Restaurant,Restaurant
7598,Wack Wack,14.593257999999999,121.0419469,Puregold,14.588982856180964,121.04218004507472,Supermarket,Convenience Stores and Food Essentials
7599,Greenhills South,14.60169455,121.05035403196808,Greenhills Promenade Dolby Atmos Cinema,14.603065108203998,121.05142800631266,Movie Theater,Entertainment
7600,Greenhills South,14.60169455,121.05035403196808,Promenade Cinemas,14.603218747456939,121.05144036954692,Multiplex,Entertainment
7601,Greenhills South,14.60169455,121.05035403196808,Coco Ichibanya,14.60141308186657,121.0508912019334,Japanese Curry Restaurant,Restaurant
7602,Greenhills South,14.60169455,121.05035403196808,Greenhills Shopping Center,14.601640700366547,121.05034307094627,Shopping Mall,"Gadgets, Hardware, Toys, etc."
7603,Greenhills South,14.60169455,121.05035403196808,Promenade 2,14.603010011480546,121.05129162986836,Multiplex,Entertainment
7604,Greenhills South,14.60169455,121.05035403196808,Fully Booked,14.603028733739428,121.0514297035326,Bookstore,"Gadgets, Hardware, Toys, etc."
7605,Greenhills South,14.60169455,121.05035403196808,Carousel Creamery,14.602387163454113,121.05258175773142,Ice Cream Shop,Cafe/Tea/Dessert
7606,Greenhills South,14.60169455,121.05035403196808,Phở Hòa,14.601815912779374,121.04940208453915,Vietnamese Restaurant,Restaurant
7607,Greenhills South,14.60169455,121.05035403196808,Wildflour Café + Bakery,14.601535622547354,121.04774061498844,Café,Cafe/Tea/Dessert
7608,Greenhills South,14.60169455,121.05035403196808,SaladStop!,14.602402005132154,121.05260370249316,Salad Place,Restaurant
7609,Greenhills South,14.60169455,121.05035403196808,8 Cuts Burger Blends,14.602532057272196,121.05196909344549,Burger Joint,Fast Food
7610,Greenhills South,14.60169455,121.05035403196808,Le Ching Too,14.602154928230146,121.05064191555529,Chinese Restaurant,Restaurant
7611,Greenhills South,14.60169455,121.05035403196808,Red Mango,14.602670456131493,121.05169050971584,Frozen Yogurt Shop,Cafe/Tea/Dessert
7612,Greenhills South,14.60169455,121.05035403196808,Promenade,14.60317562026197,121.05183720588684,Shopping Mall,"Gadgets, Hardware, Toys, etc."
7613,Greenhills South,14.60169455,121.05035403196808,Kimpura,14.60102158421507,121.04911945922147,Japanese Restaurant,Restaurant
7614,Greenhills South,14.60169455,121.05035403196808,Auntie Anne's,14.602930943755181,121.05080115275804,Snack Place,Fast Food
7615,Greenhills South,14.60169455,121.05035403196808,Omakase,14.600548036817925,121.05013667175136,Japanese Restaurant,Restaurant
